internal_id,title,raw_description,time,hourly,pay,html_desc,phase
84,Pet Ownership Experiences Survey,"Provide detailed insights about your experiences owning pets, including care routines, expenses, and emotional attachments. Label: Survey, Requirements: None, Allowed Devices: Mobile, Tablet, Desktop",30,12.5,6.25,"<p><b>Time:</b> 30 minutes | <b>Pay:</b> $6.20 <b>($12.50/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> None | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Provide detailed insights about your experiences owning pets, including care routines, expenses, and emotional attachments.</p>",1
85,Consumer attitudes survey about AI tools,"In this survey, you will answer questions about your familiarity with AI tools (such as chatbots or image generators), how often you use them, and how much you trust them in different scenarios. The survey includes several multi-part questions and a few open-ended responses, but it is completed entirely online with no need for audio, camera, or downloads. Label: AI task, Requirements: Camera, Allowed Devices: Mobile, Tablet, Desktop",20,11.5,3.833333333,"<p><b>Time:</b> 20 minutes | <b>Pay:</b> $3.80 <b>($11.50/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> Camera | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>In this survey, you will answer questions about your familiarity with AI tools (such as chatbots or image generators), how often you use them, and how much you trust them in different scenarios. The survey includes several multi-part questions and a few open-ended responses, but it is completed entirely online with no need for audio, camera, or downloads.</p>",1
86,Webcam-based facial expression matching game,"In this study, you will watch a series of images showing different facial expressions (e.g., surprised, confused, amused) and then attempt to imitate them while your webcam captures still frames for research on expression recognition. You will also answer quick questions about how natural or awkward each expression felt; this task requires camera access but does not use your microphone and does not require any software download beyond your browser. Label: Game, Requirements: Camera, Microphone, Allowed Devices: Desktop",50,8,6.666666667,"<p><b>Time:</b> 50 minutes | <b>Pay:</b> $6.70 <b>($8.00/hr)</b><br><b>Label:</b> Game | <b>Requirements:</b> Camera, Microphone | <b>Allowed Devices:</b> Desktop<br>In this study, you will watch a series of images showing different facial expressions (e.g., surprised, confused, amused) and then attempt to imitate them while your webcam captures still frames for research on expression recognition. You will also answer quick questions about how natural or awkward each expression felt; this task requires camera access but does not use your microphone and does not require any software download beyond your browser.</p>",1
87,Record Yourself Reading News Headlines,"Read short news headlines into your microphone with clear articulation and normal pacing. The goal is to collect diverse voices for headline summarization models. Label: AI task, Requirements: Microphone, Allowed Devices: Mobile, Tablet, Desktop",10,16,2.666666667,"<p><b>Time:</b> 10 minutes | <b>Pay:</b> $2.70 <b>($16.00/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> Microphone | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Read short news headlines into your microphone with clear articulation and normal pacing. The goal is to collect diverse voices for headline summarization models.</p>",1
88,Visual Odd-One-Out Puzzle Series,"Solve visual reasoning puzzles where one shape in a group doesn't follow the rule. Each round is timed, and your response patterns will help us understand problem-solving speed. Label: AI task, Requirements: None, Allowed Devices: Desktop",30,14,7,"<p><b>Time:</b> 30 minutes | <b>Pay:</b> $7.00 <b>($14.00/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> None | <b>Allowed Devices:</b> Desktop<br>Solve visual reasoning puzzles where one shape in a group doesn't follow the rule. Each round is timed, and your response patterns will help us understand problem-solving speed.</p>",1
89,Pop Culture Quiz,"Test your knowledge on trending TV, music, or internet moments from the past year in a short multiple-choice quiz. Get your results instantly at the end. Label: Survey, Requirements: None, Allowed Devices: Mobile, Tablet, Desktop",5,24,2,"<p><b>Time:</b> 5 minutes | <b>Pay:</b> $2.00 <b>($24.00/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> None | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Test your knowledge on trending TV, music, or internet moments from the past year in a short multiple-choice quiz. Get your results instantly at the end.</p>",1
90,Virtual museum exhibit rating survey,"You will view images of prototype museum exhibits (such as new gallery layouts and interactive displays) and rate how interesting, confusing, or child-friendly each one looks using short multiple-choice questions. You will also answer a couple of brief questions about your own museum-going habits; no audio, camera, or software download is required. Label: AI task, Requirements: Camera, Software download, Allowed Devices: Mobile, Tablet, Desktop",10,9.5,1.583333333,"<p><b>Time:</b> 10 minutes | <b>Pay:</b> $1.60 <b>($9.50/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> Camera, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will view images of prototype museum exhibits (such as new gallery layouts and interactive displays) and rate how interesting, confusing, or child-friendly each one looks using short multiple-choice questions. You will also answer a couple of brief questions about your own museum-going habits; no audio, camera, or software download is required.</p>",1
91,Review and Flag Potentially Misleading Claims,"Read social media posts and flag any that contain exaggerated, ambiguous, or potentially misleading health claims. You'll also briefly justify each decision in one sentence. Label: Survey, Requirements: None, Allowed Devices: Desktop",45,13.5,10.125,"<p><b>Time:</b> 45 minutes | <b>Pay:</b> $10.10 <b>($13.50/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> None | <b>Allowed Devices:</b> Desktop<br>Read social media posts and flag any that contain exaggerated, ambiguous, or potentially misleading health claims. You'll also briefly justify each decision in one sentence.</p>",1
92,"Record Yourself Saying ""Hello""","Say the word ""hello"" in three different tones (e.g., cheerful, annoyed, formal) using your device's microphone. Fast, fun, and helps train AI to detect emotion. Label: AI task, Requirements: Microphone, Allowed Devices: Mobile, Tablet, Desktop",5,20,1.666666667,"<p><b>Time:</b> 5 minutes | <b>Pay:</b> $1.70 <b>($20.00/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> Microphone | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Say the word ""hello"" in three different tones (e.g., cheerful, annoyed, formal) using your device's microphone. Fast, fun, and helps train AI to detect emotion.</p>",1
93,Quick layout preference survey for website mockups,"You will view pairs of website mockups (such as different homepage layouts) and choose which version you prefer for clarity, visual appeal, and ease of use, sometimes adding a one-sentence explanation of your choice. The task consists of several short blocks and is easy to complete in a single sitting on a laptop or desktop; no audio, camera, or software download is needed. Label: AI task, Requirements: Camera, Software download, Allowed Devices: Desktop",20,16,5.333333333,"<p><b>Time:</b> 20 minutes | <b>Pay:</b> $5.30 <b>($16.00/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> Camera, Software download | <b>Allowed Devices:</b> Desktop<br>You will view pairs of website mockups (such as different homepage layouts) and choose which version you prefer for clarity, visual appeal, and ease of use, sometimes adding a one-sentence explanation of your choice. The task consists of several short blocks and is easy to complete in a single sitting on a laptop or desktop; no audio, camera, or software download is needed.</p>",1
94,Transcribe Voicemail Recordings,"We're cleaning up a customer-service archive and need word-for-word transcripts of short voicemail clips that include background chatter. This task asks you to provide this word-for-word description of 10 clips. Label: Annotation, Requirements: Audio, Allowed Devices: Desktop",40,11.5,7.666666667,<p><b>Time:</b> 40 minutes | <b>Pay:</b> $7.70 <b>($11.50/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> Audio | <b>Allowed Devices:</b> Desktop<br>We're cleaning up a customer-service archive and need word-for-word transcripts of short voicemail clips that include background chatter. This task asks you to provide this word-for-word description of 10 clips.</p>,1
95,Parenting Experience Voice Interview,"Participate in a one-on-one audio call where you will discuss your experience raising children, including challenges and joyful moments. Your microphone is required, and you should feel comfortable sharing personal reflections. Label: Interview, Requirements: Microphone, Allowed Devices: Desktop",20,17.5,5.833333333,"<p><b>Time:</b> 20 minutes | <b>Pay:</b> $5.80 <b>($17.50/hr)</b><br><b>Label:</b> Interview | <b>Requirements:</b> Microphone | <b>Allowed Devices:</b> Desktop<br>Participate in a one-on-one audio call where you will discuss your experience raising children, including challenges and joyful moments. Your microphone is required, and you should feel comfortable sharing personal reflections.</p>",1
96,Quick app icon rating survey,"You will see a series of mobile app icons and very short descriptions, and you'll rate how appealing or trustworthy each one looks on simple 1-7 scales. At the end, you'll answer a few basic questions about your preferences for different styles of icons; no audio, camera, or downloads are required. Label: Survey, Requirements: Camera, Software download, Allowed Devices: Mobile",5,9,0.75,"<p><b>Time:</b> 5 minutes | <b>Pay:</b> $0.80 <b>($9.00/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> Camera, Software download | <b>Allowed Devices:</b> Mobile<br>You will see a series of mobile app icons and very short descriptions, and you'll rate how appealing or trustworthy each one looks on simple 1-7 scales. At the end, you'll answer a few basic questions about your preferences for different styles of icons; no audio, camera, or downloads are required.</p>",1
97,Share Pictures of Your Workspace,"Take or upload photos of places where you usually work or study, then write 2-3 sentences describing the images and how they reflect your habits or personality. Participants must be willing to share a personal photo. Label: Writing, Requirements: Camera, Allowed Devices: Mobile, Tablet, Desktop",5,16.5,1.375,"<p><b>Time:</b> 5 minutes | <b>Pay:</b> $1.40 <b>($16.50/hr)</b><br><b>Label:</b> Writing | <b>Requirements:</b> Camera | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Take or upload photos of places where you usually work or study, then write 2-3 sentences describing the images and how they reflect your habits or personality. Participants must be willing to share a personal photo.</p>",1
98,Choose A Preferred Song Snippet,"Listen to short music clips and select the one you prefer. You'll be asked follow-up questions about your taste. Label: AI task, Requirements: Audio, Allowed Devices: Mobile, Tablet, Desktop",15,16,4,"<p><b>Time:</b> 15 minutes | <b>Pay:</b> $4.00 <b>($16.00/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> Audio | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Listen to short music clips and select the one you prefer. You'll be asked follow-up questions about your taste.</p>",1
99,Label Text Messages,"You will be shown short text messages and asked to categorize the sender's intent (e.g., request, apology, sarcasm, greeting). The task requires careful reading and understanding of context and tone. Label: Annotation, Requirements: None, Allowed Devices: Desktop",40,12,8,"<p><b>Time:</b> 40 minutes | <b>Pay:</b> $8.00 <b>($12.00/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> None | <b>Allowed Devices:</b> Desktop<br>You will be shown short text messages and asked to categorize the sender's intent (e.g., request, apology, sarcasm, greeting). The task requires careful reading and understanding of context and tone.</p>",1
100,Write Product Descriptions,"Invent and describe five fictional tech products in 2-3 sentences each, focusing on features, use cases, and creative appeal. This is for market researchers to make better products. Label: Writing, Requirements: None, Allowed Devices: Desktop",45,15,11.25,"<p><b>Time:</b> 45 minutes | <b>Pay:</b> $11.20 <b>($15.00/hr)</b><br><b>Label:</b> Writing | <b>Requirements:</b> None | <b>Allowed Devices:</b> Desktop<br>Invent and describe five fictional tech products in 2-3 sentences each, focusing on features, use cases, and creative appeal. This is for market researchers to make better products.</p>",1
101,Tag Text Sequences,"Help us fine-tune our pattern-recognition model by tagging a list of auto-generated letter and number combinations (e.g., 'zQe83Mp') for simple features like 'starts with a capital' or 'ends with a digit' or ""contains 5 digits"". Precision is key. Label: Annotation, Requirements: None, Allowed Devices: Desktop",50,8.5,7.083333333,"<p><b>Time:</b> 50 minutes | <b>Pay:</b> $7.10 <b>($8.50/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> None | <b>Allowed Devices:</b> Desktop<br>Help us fine-tune our pattern-recognition model by tagging a list of auto-generated letter and number combinations (e.g., 'zQe83Mp') for simple features like 'starts with a capital' or 'ends with a digit' or ""contains 5 digits"". Precision is key.</p>",2
102,Webcam-based study of home workspaces,"You will use your webcam to briefly show your usual work or study area while following on-screen instructions about angles and distance, and the system will capture still images for research on workspace setups. Afterward, you will answer a short questionnaire about comfort, lighting, and posture; this task requires camera access but does not use your microphone or any software download beyond your browser. Label: Writing, Requirements: Camera, Microphone, Software download, Allowed Devices: Mobile, Tablet, Desktop",35,15,8.75,"<p><b>Time:</b> 35 minutes | <b>Pay:</b> $8.80 <b>($15.00/hr)</b><br><b>Label:</b> Writing | <b>Requirements:</b> Camera, Microphone, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will use your webcam to briefly show your usual work or study area while following on-screen instructions about angles and distance, and the system will capture still images for research on workspace setups. Afterward, you will answer a short questionnaire about comfort, lighting, and posture; this task requires camera access but does not use your microphone or any software download beyond your browser.</p>",2
103,Healthy Eating Writing Prompt,"Compose a brief essay discussing your views and experiences related to healthy eating and challenges in maintaining dietary goals. Label: Writing, Requirements: None, Allowed Devices: Mobile, Tablet, Desktop",25,8,3.333333333,"<p><b>Time:</b> 25 minutes | <b>Pay:</b> $3.30 <b>($8.00/hr)</b><br><b>Label:</b> Writing | <b>Requirements:</b> None | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Compose a brief essay discussing your views and experiences related to healthy eating and challenges in maintaining dietary goals.</p>",2
104,In-depth video interview about career changes,"You will join a scheduled video call where a researcher will ask detailed questions about your work history, motivations for changing jobs (if applicable), and expectations for your future career path, with time for follow-up questions and clarifications. This session is fairly long and requires a stable connection, webcam, and microphone, as the conversation will be recorded for qualitative analysis. Label: Interview, Requirements: Camera, Microphone, Allowed Devices: Mobile, Tablet, Desktop",50,23.5,19.58333333,"<p><b>Time:</b> 50 minutes | <b>Pay:</b> $19.60 <b>($23.50/hr)</b><br><b>Label:</b> Interview | <b>Requirements:</b> Camera, Microphone | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will join a scheduled video call where a researcher will ask detailed questions about your work history, motivations for changing jobs (if applicable), and expectations for your future career path, with time for follow-up questions and clarifications. This session is fairly long and requires a stable connection, webcam, and microphone, as the conversation will be recorded for qualitative analysis.</p>",2
105,Social Issues Awareness Survey,"Respond thoughtfully to survey questions exploring your awareness and views on various social issues. Your detailed insights will inform academic research and public policy recommendations. Label: Survey, Requirements: None, Allowed Devices: Mobile, Tablet, Desktop",45,12.5,9.375,"<p><b>Time:</b> 45 minutes | <b>Pay:</b> $9.40 <b>($12.50/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> None | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Respond thoughtfully to survey questions exploring your awareness and views on various social issues. Your detailed insights will inform academic research and public policy recommendations.</p>",2
106,Match-the-Pairs Memory Game,"Play a classic card-flip memory game where you'll match pairs of icons hidden behind tiles. You'll complete 6 rounds of increasing difficulty while your accuracy and completion time are recorded. Label: Game, Requirements: None, Allowed Devices: Mobile, Tablet, Desktop",40,8.5,5.666666667,"<p><b>Time:</b> 40 minutes | <b>Pay:</b> $5.70 <b>($8.50/hr)</b><br><b>Label:</b> Game | <b>Requirements:</b> None | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Play a classic card-flip memory game where you'll match pairs of icons hidden behind tiles. You'll complete 6 rounds of increasing difficulty while your accuracy and completion time are recorded.</p>",2
107,Rate Eye Contact in Recorded Job Interviews,"Watch a series of short job interview clips and rate the candidate's eye contact on a scale from ""distracted"" to ""engaging."" Clips are from simulated interviews and may include both human and AI participants. Label: Annotation, Requirements: Audio, Allowed Devices: Desktop",10,11,1.833333333,"<p><b>Time:</b> 10 minutes | <b>Pay:</b> $1.80 <b>($11.00/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> Audio | <b>Allowed Devices:</b> Desktop<br>Watch a series of short job interview clips and rate the candidate's eye contact on a scale from ""distracted"" to ""engaging."" Clips are from simulated interviews and may include both human and AI participants.</p>",2
108,Annotate Street Scenes,"You will be shown images from city street cameras and asked to draw boxes around visible pedestrians using a simple online tool. This will be used to help better train self-driving cars. Label: Annotation, Requirements: None, Allowed Devices: Desktop",55,15,13.75,<p><b>Time:</b> 55 minutes | <b>Pay:</b> $13.80 <b>($15.00/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> None | <b>Allowed Devices:</b> Desktop<br>You will be shown images from city street cameras and asked to draw boxes around visible pedestrians using a simple online tool. This will be used to help better train self-driving cars.</p>,2
109,Brief audio-based word pronunciation task,"You will read a list of words and short phrases aloud into your microphone using an in-browser recorder, repeating each item once so that researchers can analyze your pronunciation patterns. After the recordings, you will answer a few quick questions about your language background; this task uses your microphone but does not require camera access or any software installation. Label: Survey, Requirements: Camera, Microphone, Software download, Allowed Devices: Mobile, Tablet, Desktop",15,14,3.5,"<p><b>Time:</b> 15 minutes | <b>Pay:</b> $3.50 <b>($14.00/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> Camera, Microphone, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will read a list of words and short phrases aloud into your microphone using an in-browser recorder, repeating each item once so that researchers can analyze your pronunciation patterns. After the recordings, you will answer a few quick questions about your language background; this task uses your microphone but does not require camera access or any software installation.</p>",2
110,AI in Education Opinion Survey,"Answer a detailed survey about your views on using AI tools (e.g., ChatGPT, Grammarly) in educational settings, including ethics, fairness, and personal experience. Includes multiple-choice and short open-ended responses. Label: Survey, Requirements: None, Allowed Devices: Mobile, Tablet, Desktop",35,12,7,"<p><b>Time:</b> 35 minutes | <b>Pay:</b> $7.00 <b>($12.00/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> None | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Answer a detailed survey about your views on using AI tools (e.g., ChatGPT, Grammarly) in educational settings, including ethics, fairness, and personal experience. Includes multiple-choice and short open-ended responses.</p>",2
111,Choose Your Favorite Logo,"Review logo concepts for a fictional coffee shop and select your favorites. For each design, you will be asked to note what you liked and disliked, then close with a brief rationale for your overall favorite. Label: Survey, Requirements: None, Allowed Devices: Mobile, Tablet, Desktop",15,19,4.75,"<p><b>Time:</b> 15 minutes | <b>Pay:</b> $4.80 <b>($19.00/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> None | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Review logo concepts for a fictional coffee shop and select your favorites. For each design, you will be asked to note what you liked and disliked, then close with a brief rationale for your overall favorite.</p>",2
112,Captioning silent advertisement videos,"You will watch short, muted video clips of advertisements (e.g., for food, apps, or household products) and write 1-2 sentence captions describing what is happening and what the ad is trying to convey. You'll also tag each clip with a few labels such as 'funny, ' 'serious, ' or 'confusing'; this is an annotation + writing task completed entirely in your browser with no audio, camera, or software download required. Label: Annotation, Requirements: Camera, Software download, Allowed Devices: Mobile, Tablet, Desktop",55,14,12.83333333,"<p><b>Time:</b> 55 minutes | <b>Pay:</b> $12.80 <b>($14.00/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> Camera, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will watch short, muted video clips of advertisements (e.g., for food, apps, or household products) and write 1-2 sentence captions describing what is happening and what the ad is trying to convey. You'll also tag each clip with a few labels such as 'funny, ' 'serious, ' or 'confusing'; this is an annotation + writing task completed entirely in your browser with no audio, camera, or software download required.</p>",2
113,Simulate a Tech Support Chat,"Pretend to be a frustrated customer in a live chat with a customer service AI and respond naturally. Then rate the interaction for empathy and resolution. Label: AI task, Requirements: None, Allowed Devices: Desktop",20,13.5,4.5,<p><b>Time:</b> 20 minutes | <b>Pay:</b> $4.50 <b>($13.50/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> None | <b>Allowed Devices:</b> Desktop<br>Pretend to be a frustrated customer in a live chat with a customer service AI and respond naturally. Then rate the interaction for empathy and resolution.</p>,2
114,Math puzzle solving with optional AI hints,"You will work through a set of short logic and arithmetic puzzles (for example, small grid-based problems, pattern recognition, or word problems) and may optionally click a button to see AI-generated hints if you get stuck. After each puzzle, you'll indicate whether you used the hint and how helpful it was; this is an AI-assisted problem-solving task that runs fully in your browser and does not use audio, camera, or software downloads. Label: Game, Requirements: Camera, Software download, Allowed Devices: Mobile, Tablet, Desktop",15,19.5,4.875,"<p><b>Time:</b> 15 minutes | <b>Pay:</b> $4.90 <b>($19.50/hr)</b><br><b>Label:</b> Game | <b>Requirements:</b> Camera, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will work through a set of short logic and arithmetic puzzles (for example, small grid-based problems, pattern recognition, or word problems) and may optionally click a button to see AI-generated hints if you get stuck. After each puzzle, you'll indicate whether you used the hint and how helpful it was; this is an AI-assisted problem-solving task that runs fully in your browser and does not use audio, camera, or software downloads.</p>",2
115,Desktop software usability test for a file organization tool,"You will download and install a lightweight file organization program, then follow step-by-step instructions to import sample files, create folders, and test search and tagging features, reporting any bugs or confusing interactions as you go. After completing the tasks, you will fill out a short questionnaire about usability; this task requires a desktop or laptop with install permissions but does not use your microphone or camera. Label: Annotation, Requirements: Camera, Microphone, Software download, Allowed Devices: Desktop",35,24,14,"<p><b>Time:</b> 35 minutes | <b>Pay:</b> $14.00 <b>($24.00/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> Camera, Microphone, Software download | <b>Allowed Devices:</b> Desktop<br>You will download and install a lightweight file organization program, then follow step-by-step instructions to import sample files, create folders, and test search and tagging features, reporting any bugs or confusing interactions as you go. After completing the tasks, you will fill out a short questionnaire about usability; this task requires a desktop or laptop with install permissions but does not use your microphone or camera.</p>",2
116,Evaluate Tone in Voice Messages,"Listen to a series of short voice recordings and label the speaker's emotional tone (e.g., calm, angry, enthusiastic). The voices are synthetic and human, and your ratings will improve emotion-detection models. Label: Annotation, Requirements: Audio, Allowed Devices: Desktop",30,12,6,"<p><b>Time:</b> 30 minutes | <b>Pay:</b> $6.00 <b>($12.00/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> Audio | <b>Allowed Devices:</b> Desktop<br>Listen to a series of short voice recordings and label the speaker's emotional tone (e.g., calm, angry, enthusiastic). The voices are synthetic and human, and your ratings will improve emotion-detection models.</p>",2
117,Scenario-based decision-making survey with small puzzles,"You will work through several short written scenarios (such as budgeting for a trip or choosing between job offers) and select which options you would take, sometimes solving small numeric or logical puzzles along the way. The study is moderately engaging but may feel mentally effortful in places; it is entirely text-based and runs in your browser without audio, camera, or downloads. Label: Game, Requirements: Camera, Software download, Allowed Devices: Mobile, Tablet, Desktop",45,15,11.25,"<p><b>Time:</b> 45 minutes | <b>Pay:</b> $11.20 <b>($15.00/hr)</b><br><b>Label:</b> Game | <b>Requirements:</b> Camera, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will work through several short written scenarios (such as budgeting for a trip or choosing between job offers) and select which options you would take, sometimes solving small numeric or logical puzzles along the way. The study is moderately engaging but may feel mentally effortful in places; it is entirely text-based and runs in your browser without audio, camera, or downloads.</p>",2
118,Software usability study with short installation and task completion,"You will download and install a lightweight note-taking application on your computer, then complete a series of guided tasks such as creating folders, tagging notes, and testing the search function while answering brief questions after each step. After uninstalling the software if you choose, you will complete a short follow-up questionnaire about usability and any issues encountered; this task requires a desktop or laptop with permission to install applications but does not use audio or camera. Label: Annotation, Requirements: Camera, Software download, Allowed Devices: Desktop",55,14.5,13.29166667,"<p><b>Time:</b> 55 minutes | <b>Pay:</b> $13.30 <b>($14.50/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> Camera, Software download | <b>Allowed Devices:</b> Desktop<br>You will download and install a lightweight note-taking application on your computer, then complete a series of guided tasks such as creating folders, tagging notes, and testing the search function while answering brief questions after each step. After uninstalling the software if you choose, you will complete a short follow-up questionnaire about usability and any issues encountered; this task requires a desktop or laptop with permission to install applications but does not use audio or camera.</p>",2
119,Write Instructions for an Everyday Task,"Choose common activities (e.g., making tea, changing a tire, sending a package) and write step-by-step instructions for someone who's never done it before. These instructions will help build AI systems to complete these tasks. Label: Writing, Requirements: None, Allowed Devices: Desktop",30,9,4.5,"<p><b>Time:</b> 30 minutes | <b>Pay:</b> $4.50 <b>($9.00/hr)</b><br><b>Label:</b> Writing | <b>Requirements:</b> None | <b>Allowed Devices:</b> Desktop<br>Choose common activities (e.g., making tea, changing a tire, sending a package) and write step-by-step instructions for someone who's never done it before. These instructions will help build AI systems to complete these tasks.</p>",2
120,Audio interview about workplace conflict experiences,"You will respond verbally to a series of open-ended prompts about times you've experienced or witnessed conflict at work, such as disagreements with coworkers or managers, using an in-browser audio recorder that saves your answers as separate clips. You'll also briefly rate how stressful each incident felt and whether it was resolved; this task requires a working microphone (audio) but does not use your camera or require software downloads. Label: Interview, Requirements: Camera, Microphone, Software download, Allowed Devices: Mobile, Tablet, Desktop",40,21.5,14.33333333,"<p><b>Time:</b> 40 minutes | <b>Pay:</b> $14.30 <b>($21.50/hr)</b><br><b>Label:</b> Interview | <b>Requirements:</b> Camera, Microphone, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will respond verbally to a series of open-ended prompts about times you've experienced or witnessed conflict at work, such as disagreements with coworkers or managers, using an in-browser audio recorder that saves your answers as separate clips. You'll also briefly rate how stressful each incident felt and whether it was resolved; this task requires a working microphone (audio) but does not use your camera or require software downloads.</p>",2
121,Usability Test for an Online Banking Site,"You'll complete several tasks on a demo version of a banking site, then fill out a survey on your experience (e.g., check balance, transfer funds). This is a realistic interface but no real credentials are required. Label: AI task, Requirements: None, Allowed Devices: Desktop",15,10,2.5,"<p><b>Time:</b> 15 minutes | <b>Pay:</b> $2.50 <b>($10.00/hr)</b><br><b>Label:</b> AI task | <b>Requirements:</b> None | <b>Allowed Devices:</b> Desktop<br>You'll complete several tasks on a demo version of a banking site, then fill out a survey on your experience (e.g., check balance, transfer funds). This is a realistic interface but no real credentials are required.</p>",2
122,Rate Website Designs,"Look at mockup website homepages and rate each for visual appeal, ease of navigation, and how trustworthy it feels. Some designs are intentionally low-quality for comparison purposes. Label: Survey, Requirements: None, Allowed Devices: Desktop",25,11,4.583333333,"<p><b>Time:</b> 25 minutes | <b>Pay:</b> $4.60 <b>($11.00/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> None | <b>Allowed Devices:</b> Desktop<br>Look at mockup website homepages and rate each for visual appeal, ease of navigation, and how trustworthy it feels. Some designs are intentionally low-quality for comparison purposes.</p>",2
123,Rate Online Product Descriptions,"Read online product blurbs and rate each on clarity, informativeness, and how persuasive it is to you as a potential buyer. Products range from household items to digital subscriptions. Label: Survey, Requirements: None, Allowed Devices: Mobile, Tablet, Desktop",15,11,2.75,"<p><b>Time:</b> 15 minutes | <b>Pay:</b> $2.80 <b>($11.00/hr)</b><br><b>Label:</b> Survey | <b>Requirements:</b> None | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Read online product blurbs and rate each on clarity, informativeness, and how persuasive it is to you as a potential buyer. Products range from household items to digital subscriptions.</p>",2
124,Short product review tagging task,"You will read brief customer reviews for common household products and tag each review with one or two labels (for example, 'positive, ' 'mentions quality, ' 'complaint about delivery') using an on-screen checklist. The task is somewhat repetitive but straightforward and does not require any special software, audio, or camera access. Label: Annotation, Requirements: Camera, Software download, Allowed Devices: Mobile, Tablet, Desktop",10,9,1.5,"<p><b>Time:</b> 10 minutes | <b>Pay:</b> $1.50 <b>($9.00/hr)</b><br><b>Label:</b> Annotation | <b>Requirements:</b> Camera, Software download | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>You will read brief customer reviews for common household products and tag each review with one or two labels (for example, 'positive, ' 'mentions quality, ' 'complaint about delivery') using an on-screen checklist. The task is somewhat repetitive but straightforward and does not require any special software, audio, or camera access.</p>",2
125,Childhood Memories Interview,"Participate in a recorded audio interview discussing memorable childhood experiences, exploring influential events and personal development insights. Label: Interview, Requirements: Audio, Microphone, Allowed Devices: Mobile, Tablet, Desktop",35,14,8.166666667,"<p><b>Time:</b> 35 minutes | <b>Pay:</b> $8.20 <b>($14.00/hr)</b><br><b>Label:</b> Interview | <b>Requirements:</b> Audio, Microphone | <b>Allowed Devices:</b> Mobile, Tablet, Desktop<br>Participate in a recorded audio interview discussing memorable childhood experiences, exploring influential events and personal development insights.</p>",2
